EPSG:32618,,,
ref-1,719707.713,4844870.517,126.863
ref-2,719712.97,4844878.703,125.913
ref-3,719714.724,4844876.772,124.577
ref-4,719711.611,4844873.287,124.483
ref-5,719714.321,4844872.192,126.249
ref-6,719717.047,4844870.268,125.483
